"REF_DATE","GEO","DGUID","Statistics (3)","Gender (3)","Age (15A)","Highest certificate, diploma or degree (16)","Labour force status (8)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.7.2.1","142355","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.7.3.1","436380","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.7.4.1","1866625","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.7.5.1","742960","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.7.6.1","130825","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.7.7.1","98085","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.7.8.1","32740","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.7.9.1","530605","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.7.10.1","81525","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.7.11.1","1123675","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.7.12.1","765605","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.7.13.1","69500","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.7.14.1","29395","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.7.15.1","242575","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.7.16.1","16595","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.8.1.1","1184375","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.8.2.1","68300","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.8.3.1","225265","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.8.4.1","890810","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.8.5.1","352480","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.8.6.1","59360","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.8.7.1","44390","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.8.8.1","14965","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.8.9.1","253995","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.8.10.1","39130","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.8.11.1","538330","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.8.12.1","388870","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.8.13.1","31065","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.8.14.1","13210","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.8.15.1","100875","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 29 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.8.16.1","4320","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.9.1.1","1260990","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.9.2.1","74055","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.9.3.1","211110","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.9.4.1","975820","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.9.5.1","390480","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.9.6.1","71470","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.9.7.1","53690","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.9.8.1","17770","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.9.9.1","276615","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.9.10.1","42395","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.9.11.1","585345","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.9.12.1","376735","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.9.13.1","38440","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.9.14.1","16185","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.9.15.1","141700","","","","0"
"2021","Canada","2021A000011124","Count","Women+","30 to 34 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.9.16.1","12285","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.10.1.1","2488405","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.10.2.1","157415","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.10.3.1","432190","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.10.4.1","1898805","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.10.5.1","841730","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.10.6.1","152405","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.10.7.1","117095","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.10.8.1","35310","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.10.9.1","595250","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.10.10.1","94075","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.10.11.1","1057070","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.10.12.1","669380","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.10.13.1","77365","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.10.14.1","26010","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.10.15.1","251455","","","","0"
"2021","Canada","2021A000011124","Count","Women+","35 to 44 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.10.16.1","32870","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.11.1.1","2370390","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.11.2.1","198680","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.11.3.1","497610","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.11.4.1","1674095","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.11.5.1","856870","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.11.6.1","151135","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.11.7.1","116595","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.11.8.1","34545","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.11.9.1","613785","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.11.10.1","91940","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.11.11.1","817230","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.11.12.1","537815","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.11.13.1","60135","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.11.14.1","20720","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.11.15.1","173045","","","","0"
"2021","Canada","2021A000011124","Count","Women+","45 to 54 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.11.16.1","25515","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.12.1.1","2643775","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.12.2.1","338555","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.12.3.1","785645","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.12.4.1","1519575","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.12.5.1","923330","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.12.6.1","171895","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.12.7.1","132095","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.12.8.1","39800","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.12.9.1","656930","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.12.10.1","94505","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.12.11.1","596245","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.12.12.1","396100","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.12.13.1","44645","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.12.14.1","16490","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.12.15.1","120070","","","","0"
"2021","Canada","2021A000011124","Count","Women+","55 to 64 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.12.16.1","18935","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.13.1.1","3506835","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.13.2.1","896450","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.13.3.1","1103645","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.13.4.1","1506735","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.13.5.1","943095","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.13.6.1","182525","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.13.7.1","135500","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.13.8.1","47025","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.13.9.1","632875","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.13.10.1","127695","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.13.11.1","563640","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.13.12.1","365985","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.13.13.1","50635","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.13.14.1","11685","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.13.15.1","115725","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 years and over","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.13.16.1","19615","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.14.1.1","2080350","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.14.2.1","384675","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.14.3.1","685500","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.14.4.1","1010175","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.14.5.1","613235","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.14.6.1","116210","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.14.7.1","87730","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.14.8.1","28490","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.14.9.1","421615","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.14.10.1","75405","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.14.11.1","396940","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.14.12.1","258565","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.14.13.1","34530","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.14.14.1","7900","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.14.15.1","82825","","","","0"
"2021","Canada","2021A000011124","Count","Women+","65 to 74 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.14.16.1","13120","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.15.1.1","1426490","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.15.2.1","511785","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.15.3.1","418145","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.15.4.1","496565","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.15.5.1","329865","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.15.6.1","66310","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.15.7.1","47775","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.15.8.1","18535","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.15.9.1","211265","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.15.10.1","52295","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.15.11.1","166700","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.15.12.1","107420","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.15.13.1","16105","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.15.14.1","3785","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.15.15.1","32900","","","","0"
"2021","Canada","2021A000011124","Count","Women+","75 years and over","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.15.16.1","6495","","","","0"


